orig_address_ru,lat,lon,street_norm,housenumber_norm
"ул Бахчиванджи, д. 15, кв. 18",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 20",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 24",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 26",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 27",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 28",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 29",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 3",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 30",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 34",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 37",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 38",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 4",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 40",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 41",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 43",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 45",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 5",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 57",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 58",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 59",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 62",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 63",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 64",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 65",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 66",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 70",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 15, кв. 9",,,ул бахчиванджи,15
"ул Бахчиванджи, д. 21, кв. 23",,,ул бахчиванджи,21
"ул Бахчиванджи, д. 21, кв. 44",,,ул бахчиванджи,21
"ул Бахчиванджи, д. 23, кв. 11",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 12",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 13",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 15",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 18",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 21",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 22",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 25",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 29",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 3",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 30",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 32",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 33",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 36",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 38",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 4",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 41",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 44",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 54",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 55",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 56",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 57",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 59",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 6",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 61",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 64",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 67",,,ул бахчиванджи,23
"ул Бахчиванджи, д. 23, кв. 70",,,ул бахчиванджи,23
"ул Брюллова, д. 31",,,ул брюллова,31
"ул Варганова, д. 2, кв. 62",,,ул варганова,2
"ул Варганова, д. 3, кв. 15",,,ул варганова,3
"ул Варганова, д.10 кв 10",,,ул варганова,10 кв 10
"ул Варганова, д.10 кв 12",,,ул варганова,10 кв 12
"ул Варганова, д.10 кв 18",,,ул варганова,10 кв 18
"ул Варганова, д.10 кв 22",,,ул варганова,10 кв 22
"ул Варганова, д.10 кв 23",,,ул варганова,10 кв 23
"ул Варганова, д.10 кв 29",,,ул варганова,10 кв 29
"ул Варганова, д.10 кв 30",,,ул варганова,10 кв 30
"ул Варганова, д.10 кв 33",,,ул варганова,10 кв 33
"ул Варганова, д.10 кв 34",,,ул варганова,10 кв 34
"ул Варганова, д.10 кв 35",,,ул варганова,10 кв 35
"ул Варганова, д.10 кв 37",,,ул варганова,10 кв 37
"ул Варганова, д.10 кв 38",,,ул варганова,10 кв 38
"ул Верхние Аджахи, 178а",,,ул верхние аджахи,178а
"ул Верхний Блок, 84",,,ул верхнии блок,84
"ул Гайдара, 33",,,ул гаидара,33
"ул Георгиевская, д. 13, кв. 5",,,ул георгиевская,13
"ул Георгиевская, д. 3, кв. 35",,,ул георгиевская,3
"ул Георгиевская, д. 76, кв. 3",,,ул георгиевская,76
"ул Георгиевская, д.114",,,ул георгиевская,114
"ул Годовикова, 21",,,ул годовикова,21
"ул Годовикова, 24-26",,,ул годовикова,24-26
"ул Гранитная, д. 110, кв. 61",,,ул гранитная,110
"ул Гранитная, д. 122, кв. 6",,,ул гранитная,122
"ул Гранитная, д. 150, кв. 28",,,ул гранитная,150
"ул Гранитная, д. 162, кв. 12",,,ул гранитная,162
"ул Гранитная, д. 162, кв. 13",,,ул гранитная,162
"ул Гранитная, д. 162, кв. 17",,,ул гранитная,162
"ул Гранитная, д. 162, кв. 18",,,ул гранитная,162
"ул Гранитная, д. 162, кв. 19",,,ул гранитная,162
"ул Гранитная, д. 162, кв. 20",,,ул гранитная,162
"ул Гранитная, д. 162, кв. 21",,,ул гранитная,162
"ул Гранитная, д. 162, кв. 25",,,ул гранитная,162
"ул Гранитная, д. 162, кв. 26",,,ул гранитная,162
"ул Гранитная, д. 162, кв. 27",,,ул гранитная,162
"ул Гранитная, д. 162, кв. 28",,,ул гранитная,162
"ул Гранитная, д. 162, кв. 3",,,ул гранитная,162
"ул Гранитная, д. 162, кв. 5",,,ул гранитная,162
"ул Гранитная, д. 162, кв. 7",,,ул гранитная,162
"ул Греческая, 153",,,ул греческая,153
"ул Греческая, 159",,,ул греческая,159
"ул Греческая, 161а",,,ул греческая,161а
"ул Греческая, 165",,,ул греческая,165
"ул Греческая, д. 163, кв. 2",,,ул греческая,163
"ул Греческая, д. 169, кв. 2",,,ул греческая,169
"ул Греческая, д. 62, кв. 5",,,ул греческая,62
"ул Громова, д.60, кв.13",,,ул громова,60
"ул Громова, д.60, кв.26",,,ул громова,60
"ул Громова, д.60, кв.29",,,ул громова,60
"ул Громова, д.60, кв.34",,,ул громова,60
"ул Громова, д.60, кв.6",,,ул громова,60
"ул Громова, д.60, кв.8",,,ул громова,60
"ул Громова, д.60, кв.95",,,ул громова,60
ул Громовой д. 60 кв. 103,,,ул громовои д. 60 кв. 103,ул громовои  60 кв. 103
"ул Громовой, 80",,,ул громовои,80
"ул Громовой, д. 60, кв. 100",,,ул громовои,60
"ул Громовой, д. 60, кв. 101",,,ул громовои,60
"ул Громовой, д. 60, кв. 102",,,ул громовои,60
"ул Громовой, д. 60, кв. 36",,,ул громовои,60
"ул Громовой, д. 60, кв. 39",,,ул громовои,60
"ул Громовой, д. 60, кв. 43",,,ул громовои,60
"ул Громовой, д. 60, кв. 47",,,ул громовои,60
"ул Громовой, д. 60, кв. 48",,,ул громовои,60
"ул Громовой, д. 60, кв. 49",,,ул громовои,60
"ул Громовой, д. 60, кв. 50",,,ул громовои,60
"ул Громовой, д. 60, кв. 51",,,ул громовои,60
"ул Громовой, д. 60, кв. 52",,,ул громовои,60
"ул Громовой, д. 60, кв. 53",,,ул громовои,60
"ул Громовой, д. 60, кв. 55",,,ул громовои,60
"ул Громовой, д. 60, кв. 56",,,ул громовои,60
"ул Громовой, д. 60, кв. 60",,,ул громовои,60
"ул Громовой, д. 60, кв. 61",,,ул громовои,60
"ул Громовой, д. 60, кв. 62",,,ул громовои,60
"ул Громовой, д. 60, кв. 68",,,ул громовои,60
"ул Громовой, д. 60, кв. 69",,,ул громовои,60
"ул Громовой, д. 60, кв. 71",,,ул громовои,60
"ул Громовой, д. 60, кв. 83",,,ул громовои,60
"ул Громовой, д. 60, кв. 88",,,ул громовои,60
"ул Громовой, д. 60, кв. 89",,,ул громовои,60
"ул Громовой, д. 60, кв. 90",,,ул громовои,60
"ул Громовой, д. 60, кв. 92",,,ул громовои,60
"ул Громовой, д. 60, кв. 94",,,ул громовои,60
"ул Громовой, д. 60, кв. 95",,,ул громовои,60
"ул Громовой, д. 60, кв. 96",,,ул громовои,60
"ул Громовой, д. 60, кв. 97",,,ул громовои,60
"ул Громовой, д. 60, кв. 99",,,ул громовои,60
"ул Дорожная, 29",,,ул дорожная,29
"ул Дорожная, 5",,,ул дорожная,5
"ул Дорожная, 66",,,ул дорожная,66
"ул Дорожная, 92",,,ул дорожная,92
"ул Зелинского, д. 13, кв. 152",,,ул зелинского,13
"ул Зелинского, д. 19 кв. 11",,,ул зелинского,19 кв. 11
"ул Зелинского, д. 19 кв. 23",,,ул зелинского,19 кв. 23
"ул Зелинского, д. 19 кв. 24",,,ул зелинского,19 кв. 24
"ул Зелинского, д. 19 кв. 27",,,ул зелинского,19 кв. 27
"ул Зелинского, д. 19 кв. 3",,,ул зелинского,19 кв. 3
"ул Зелинского, д. 19 кв. 32",,,ул зелинского,19 кв. 32
"ул Зелинского, д. 19 кв. 34",,,ул зелинского,19 кв. 34
"ул Зелинского, д. 19 кв. 46",,,ул зелинского,19 кв. 46
"ул Зелинского, д. 19 кв. 56",,,ул зелинского,19 кв. 56
"ул Зелинского, д. 100, кв. 12",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 14",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 15",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 16",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 17",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 2",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 22",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 23",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 29",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 31",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 38",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 41",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 46",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 47",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 49",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 50",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 56",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 59",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 6",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 60",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 61",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 62",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 64",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 65",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 67",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 70",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 74",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 75",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 77",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 78",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 80",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 81",,,ул зелинского,100
"ул Зелинского, д. 100, кв. 85",,,ул зелинского,100
"ул Зелинского, д. 102, кв. 1",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 10",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 11",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 13",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 14",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 18",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 2",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 20",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 21",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 22",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 25",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 26",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 3",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 32",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 35",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 36",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 40",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 44",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 45",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 46",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 49",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 54",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 61",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 67",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 69",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 74",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 78",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 79",,,ул зелинского,102
"ул Зелинского, д. 102, кв. 8",,,ул зелинского,102
"ул Зелинского, д. 104, кв. 67",,,ул зелинского,104
"ул Зелинского, д. 104. кв. 51",,,ул зелинского,104. кв. 51
"ул Зелинского, д. 106, кв.11",,,ул зелинского,106
"ул Зелинского, д. 106, кв.15",,,ул зелинского,106
"ул Зелинского, д. 106, кв.18",,,ул зелинского,106
"ул Зелинского, д. 106, кв.3",,,ул зелинского,106
"ул Зелинского, д. 106, кв.31",,,ул зелинского,106
"ул Зелинского, д. 106, кв.39",,,ул зелинского,106
"ул Зелинского, д. 106, кв.4",,,ул зелинского,106
"ул Зелинского, д. 106, кв.49",,,ул зелинского,106
"ул Зелинского, д. 106, кв.5",,,ул зелинского,106
"ул Зелинского, д. 106, кв.51",,,ул зелинского,106
"ул Зелинского, д. 106, кв.58",,,ул зелинского,106
"ул Зелинского, д. 106, кв.9",,,ул зелинского,106
"ул Зелинского, д. 108, кв. 1",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 10",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 12",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 13",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 17",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 18",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 2",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 23",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 24",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 25",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 28",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 29",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 30",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 32",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 34",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 41",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 42",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 43",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 44",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 45",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 46",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 47",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 49",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 5",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 51",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 52",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 55",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 57",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 58",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 59",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 6",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 60",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 62",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 63",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 67",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 68",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 7",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 72",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 8",,,ул зелинского,108
"ул Зелинского, д. 108, кв. 9",,,ул зелинского,108
"ул Зелинского, д. 13 кв. 2",,,ул зелинского,13 кв. 2
"ул Зелинского, д. 13, кв. 100",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 102",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 103",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 105",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 107",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 110",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 113",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 114",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 115",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 120",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 122",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 123",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 124",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 125",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 127",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 128",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 129",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 130",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 131",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 133",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 135",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 136",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 139",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 145",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 149",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 16",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 18",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 22",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 24",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 25",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 26",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 3",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 33",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 34",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 37",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 43",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 44",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 46",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 53",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 54",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 58",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 59",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 63",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 64",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 66",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 67",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 74",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 76",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 78",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 79",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 8",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 81",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 82",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 83",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 86",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 88",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 89",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 91",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 92",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 93",,,ул зелинского,13
"ул Зелинского, д. 13, кв. 94",,,ул зелинского,13
"ул Зелинского, д. 19 кв. 59",,,ул зелинского,19 кв. 59
"ул Зелинского, д. 19, кв. 1",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 10",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 12",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 15",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 18",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 2",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 30",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 31",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 35",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 37",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 38",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 4",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 44",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 47",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 5",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 51",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 53",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 55",,,ул зелинского,19
"ул Зелинского, д. 19, кв. 57",,,ул зелинского,19
"ул Зелинского, д. 30, кв. 10",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 13",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 15",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 16",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 18",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 19",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 2",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 20",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 22",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 24",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 25",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 27",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 28",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 3",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 30",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 31",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 34",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 38",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 39",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 41",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 42",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 44",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 45",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 5",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 50",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 51",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 54",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 55",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 56",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 59",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 60",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 61",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 62",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 63",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 64",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 66",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 70",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 71",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 72",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 73",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 74",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 76",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 77",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 78",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 79",,,ул зелинского,30
"ул Зелинского, д. 30, кв. 80",,,ул зелинского,30
"ул Зелинского, д. 33, кв. 111",,,ул зелинского,33
"ул Зелинского, д. 33, кв. 128",,,ул зелинского,33
"ул Зелинского, д. 45, кв. 29",,,ул зелинского,45
"ул Зелинского, д. 45, кв. 96",,,ул зелинского,45
"ул Зелинского, д. 67, кв. 20",,,ул зелинского,67
"ул Зелинского, д. 67, кв. 57",,,ул зелинского,67
"ул Зелинского, д. 73, кв. 38",,,ул зелинского,73
"ул Зелинского, д. 94, кв. 18",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 19",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 21",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 25",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 28",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 32",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 38",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 39",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 40",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 43",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 5",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 56",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 57",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 59",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 60",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 61",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 79",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 81",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 9",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 92",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 95",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 96",,,ул зелинского,94
"ул Зелинского, д. 94, кв. 99",,,ул зелинского,94
"ул Зелинского, д. 96, кв. 100",,,ул зелинского,96
"ул Зелинского, д. 96, кв. 12",,,ул зелинского,96
"ул Зелинского, д. 96, кв. 14",,,ул зелинского,96
"ул Зелинского, д. 96, кв. 16",,,ул зелинского,96
"ул Зелинского, д. 96, кв. 19",,,ул зелинского,96
"ул Зелинского, д. 96, кв. 2",,,ул зелинского,96
"ул Зелинского, д. 96, кв. 20",,,ул зелинского,96
"ул Зелинского, д. 96, кв. 24",,,ул зелинского,96
"ул Зелинского, д. 96, кв. 25",,,ул зелинского,96
